Sale_Order_No,Order_Date,Plant,Product_Group,Product,Unit_Price,System_Price,Price_Variance_Pct
SO8064253,2025-05-29,P106,REF,SBS,937.22,1253.06,33.69966496660335
SO8002229,2025-05-29,P107,COOKING,MWO,1769.59,1984.7,12.15592312343538
SO8032850,2025-05-30,P106,REF,BMF,1364.57,1836.43,34.57939131008304
SO8089602,2025-05-30,P105,COOKING,RANGE/COOKER,1085.72,1338.07,23.24264082820616
SO8000057,2025-05-31,P106,DW,DW,1179.01,1323.25,12.23399292626865
SO8035779,2025-05-31,P104,REF,1DOOR,2634.79,3059.08,16.10337066711199
SO8050753,2025-05-31,P107,REF,SBS,1082.69,1429.05,31.990689855822062
SO8082766,2025-06-01,P107,REF,BMF,2231.14,2917.99,30.784710954937832
SO8086883,2025-06-01,P102,REF,1DOOR,1611.25,1860.39,15.462529092319635
SO8003309,2025-06-02,P103,REF,TMF,1154.25,1390.73,20.487762616417587
SO8060755,2025-06-03,P102,LAUNDRY,WASHER,1180.72,1475.07,24.929703909478953
SO8017278,2025-06-04,P102,LAUNDRY,WASHER,1034.12,1204.38,16.46424012687118
SO8025319,2025-06-05,P107,REF,WINE CELLAR,1793.55,2130.77,18.80181762426473
SO8046439,2025-06-05,P107,COOKING,COOKTOP,1163.57,1355.57,16.500941069295358
SO8015736,2025-06-07,P104,LAUNDRY,WASHER,1058.76,1290.01,21.841588273074162
SO8009226,2025-06-07,P103,LAUNDRY,DRYER,638.08,785.22,23.059804413239714
SO8012470,2025-06-07,P101,REF,WINE CELLAR,1619.94,2135.63,31.833895082533925
SO8088130,2025-06-10,P103,LAUNDRY,WASHER,1451.41,1723.29,18.732129446538185
SO8028127,2025-06-10,P102,REF,SBS,1913.38,2544.68,32.99396878821769
SO8084869,2025-06-11,P108,COOKING,COOKTOP,1285.34,1443.88,12.334479592948185
SO8076423,2025-06-11,P102,LAUNDRY,WASHER,1056.24,1389.24,31.52692569870484
SO8032167,2025-06-11,P104,COOKING,COOKTOP,1826.87,2308.8,26.380092726904504
SO8036747,2025-06-11,P103,REF,FDR,2269.94,2891.91,27.40028370793941
SO8005281,2025-06-12,P108,DW,DW,972.78,1150.76,18.296017599046035
SO8025777,2025-06-12,P102,REF,WINE CELLAR,1379.92,1619.94,17.39376195721491
SO8033603,2025-06-12,P103,REF,1DOOR,1984.19,2327.05,17.279595200056452
SO8006921,2025-06-12,P102,COOKING,MWO,382.36,437.92,14.530808661993932
SO8049423,2025-06-12,P101,REF,BMF,1250.19,1530.91,22.454186963581538
SO8002498,2025-06-13,P108,REF,1DOOR,1149.42,1530.94,33.19239268500635
SO8022508,2025-06-13,P104,REF,FDR,2160.5,2661.03,23.167322379078925
SO8073183,2025-06-13,P107,DW,DW,611.01,709.81,16.16994811868872
SO8065631,2025-06-14,P102,REF,SBS,1158.21,1340.37,15.727717771388594
SO8022450,2025-06-14,P108,REF,FDR,1199.87,1537.97,28.17805262236744
SO8074373,2025-06-15,P103,COOKING,OTHERS,1877.35,2245.29,19.598902708605216
SO8050614,2025-06-16,P101,REF,TMF,964.44,1193.29,23.728795985234942
SO8070852,2025-06-16,P108,DW,DW,670.64,831.95,24.05314326613385
SO8054720,2025-06-16,P108,REF,WINE CELLAR,861.92,989.21,14.768191943567857
SO8074278,2025-06-18,P103,LAUNDRY,DRYER,809.81,1000.19,23.509218211679297
SO8038365,2025-06-18,P103,REF,1DOOR,2531.9,2954.17,16.677988862119356
SO8056350,2025-06-19,P103,LAUNDRY,WASHER,791.36,1031.83,30.386928831378878
SO8066547,2025-06-20,P103,LAUNDRY,WASHER,995.23,1229.67,23.556363855591176
SO8044436,2025-06-21,P107,COOKING,RANGE/COOKER,1653.32,1971.7,19.257010137178533
SO8051731,2025-06-21,P108,REF,TMF,2802.67,3703.92,32.156836159804755
SO8079235,2025-06-21,P104,REF,SBS,2296.28,3002.79,30.767589318375794
SO8044600,2025-06-21,P101,REF,TMF,2123.56,2726.0,28.369342048258588
SO8028050,2025-06-24,P104,DW,DW,1085.37,1327.17,22.278117139777237
SO8065977,2025-06-27,P108,COOKING,RANGE/COOKER,1549.0,1914.97,23.626210458360234
SO8065254,2025-06-27,P105,LAUNDRY,DRYER,602.37,691.32,14.76667164699438
SO8071090,2025-06-27,P104,DW,DW,1123.59,1487.98,32.430868911257676
SO8082476,2025-06-28,P107,REF,1DOOR,1369.99,1625.18,18.62714326381945
SO8077495,2025-06-29,P105,REF,BMF,2049.0,2543.73,24.144948755490482
SO8013671,2025-07-01,P104,REF,WINE CELLAR,1032.54,1187.51,15.008619520793387
SO8061436,2025-07-01,P108,REF,FDR,2644.2,3152.81,19.234929279177074
SO8070640,2025-07-01,P108,REF,1DOOR,1899.94,2454.15,29.16986852216386
SO8013305,2025-07-02,P104,COOKING,COOKTOP,268.98,344.51,28.080154658338895
SO8002224,2025-07-02,P105,DW,DW,781.91,993.95,27.11821053573942
SO8026556,2025-07-02,P106,REF,TMF,3147.11,4169.18,32.476462532291535
SO8080986,2025-07-03,P102,LAUNDRY,WASHER,1431.45,1657.67,15.803555834992492
SO8043877,2025-07-04,P103,COOKING,COOKTOP,1441.69,1761.86,22.207964264162186
SO8020750,2025-07-04,P106,REF,WINE CELLAR,953.88,1258.04,31.88661047511217
SO8009752,2025-07-05,P107,REF,BMF,1795.38,2054.97,14.45877752899106
SO8019122,2025-07-06,P104,REF,TMF,817.77,921.36,12.66737591254265
SO8010798,2025-07-07,P107,COOKING,MWO,1860.09,2386.75,28.313683746485392
SO8047746,2025-07-08,P106,DW,DW,1189.24,1562.81,31.412498738690246
SO8059384,2025-07-09,P105,LAUNDRY,DRYER,1177.99,1382.85,17.3906399884549
SO8009104,2025-07-10,P108,LAUNDRY,DRYER,1500.14,1781.0,18.72225258975828
SO8047043,2025-07-11,P107,COOKING,OVEN,687.84,868.88,26.320074435915323
SO8031100,2025-07-13,P102,REF,WINE CELLAR,1984.24,2614.57,31.76682256178689
SO8060578,2025-07-13,P102,LAUNDRY,WASHER,799.12,1012.53,26.705626188807685
SO8083649,2025-07-13,P104,DW,DW,565.84,655.79,15.89671992082566
SO8037075,2025-07-14,P103,COOKING,OTHERS,1444.86,1808.52,25.16922054731947
SO8016584,2025-07-14,P104,COOKING,MWO,1261.1,1535.37,21.74847355483308
SO8021907,2025-07-15,P106,REF,SBS,1777.45,2183.87,22.865340797209477
SO8086655,2025-07-15,P103,REF,BMF,1151.4,1294.6,12.437033177001894
SO8076351,2025-07-16,P102,COOKING,OTHERS,1170.52,1507.03,28.748761234323204
SO8070902,2025-07-17,P105,COOKING,OVEN,1353.4,1650.62,21.960987143490453
SO8024182,2025-07-17,P101,DW,DW,741.44,981.89,32.43013595166162
SO8037528,2025-07-19,P101,REF,TMF,2068.03,2747.66,32.863643177323326
SO8001734,2025-07-20,P104,COOKING,MWO,1116.66,1354.93,21.337739329787038
SO8087352,2025-07-21,P107,LAUNDRY,WASHER,660.26,817.95,23.88301578166178
SO8045054,2025-07-21,P108,COOKING,OVEN,466.87,616.71,32.09458735836529
SO8089618,2025-07-21,P108,COOKING,MWO,435.2,489.88,12.56433823529412
SO8064813,2025-07-21,P107,COOKING,OVEN,1664.07,2014.67,21.068825229707894
SO8032087,2025-07-22,P102,COOKING,MWO,1064.05,1430.01,34.39312062403083
SO8083096,2025-07-22,P101,COOKING,OTHERS,1963.04,2234.89,13.848418779036592
SO8070144,2025-07-23,P107,REF,BMF,2811.54,3230.28,14.893617021276603
SO8040991,2025-07-24,P102,REF,1DOOR,2323.07,2810.35,20.975691649412187
SO8077904,2025-07-25,P104,COOKING,MWO,1453.9,1928.74,32.65974276085012
SO8050298,2025-07-26,P102,REF,WINE CELLAR,2875.67,3791.13,31.83466809473966
SO8076084,2025-07-26,P101,LAUNDRY,DRYER,490.08,551.69,12.571416911524663
SO8068199,2025-07-26,P102,REF,BMF,3079.57,4073.73,32.28242904041797
SO8037227,2025-07-30,P102,REF,SBS,2429.47,3259.9,34.181529304745496
SO8063165,2025-07-30,P101,COOKING,OVEN,524.92,617.64,17.663643983845166
SO8074731,2025-07-31,P101,REF,FDR,1616.07,2123.59,31.40458024714277
SO8012694,2025-08-03,P103,COOKING,OTHERS,407.05,484.72,19.0811939565164
SO8015480,2025-08-04,P103,DW,DW,1020.32,1263.82,23.86506194135172
SO8050195,2025-08-04,P104,LAUNDRY,DRYER,1276.53,1663.52,30.315777929230027
SO8080497,2025-08-04,P102,REF,TMF,2821.09,3479.02,23.321836595074945
SO8015528,2025-08-04,P106,DW,DW,487.99,577.0,18.240127871472776
SO8030817,2025-08-04,P102,DW,DW,1112.03,1396.7,25.59912951988706
SO8059774,2025-08-04,P106,COOKING,RANGE/COOKER,1616.71,1811.06,12.021327263392934
SO8074627,2025-08-05,P103,DW,DW,804.23,920.93,14.510774280989262
SO8073700,2025-08-06,P104,COOKING,RANGE/COOKER,1756.71,2139.42,21.785610601636016
SO8044359,2025-08-06,P107,COOKING,OTHERS,358.03,423.37,18.2498673295534
SO8063738,2025-08-07,P107,REF,BMF,947.47,1231.63,29.991450916651726
SO8048545,2025-08-07,P108,LAUNDRY,WASHER,1415.14,1802.28,27.357010613790848
SO8068374,2025-08-07,P106,LAUNDRY,DRYER,867.94,1042.72,20.13733668225914
SO8089290,2025-08-07,P102,LAUNDRY,DRYER,845.76,1112.0,31.47937949300038
SO8041422,2025-08-08,P108,COOKING,OVEN,1657.53,2021.49,21.95797361133735
SO8071228,2025-08-08,P107,DW,DW,594.19,727.75,22.47765866137093
SO8017646,2025-08-08,P104,LAUNDRY,WASHER,822.77,1087.01,32.11590116314402
SO8032586,2025-08-08,P104,REF,WINE CELLAR,2794.59,3628.99,29.85768932115264
SO8066894,2025-08-09,P102,LAUNDRY,WASHER,776.47,998.3,28.569036794724834
SO8074352,2025-08-09,P103,LAUNDRY,WASHER,1563.42,1877.68,20.1008046462243
SO8089894,2025-08-10,P108,COOKING,COOKTOP,1537.94,1792.93,16.579970610036803
SO8025123,2025-08-10,P103,REF,SBS,2927.02,3750.32,28.12758368579648
SO8045419,2025-08-10,P101,REF,FDR,2026.87,2723.31,34.36036844987592
SO8006474,2025-08-11,P103,REF,SBS,1888.22,2328.87,23.336793382127073
SO8067988,2025-08-11,P104,LAUNDRY,DRYER,1147.66,1315.44,14.619312339891602
SO8049198,2025-08-11,P103,DW,DW,1127.31,1262.72,12.011780255652846
SO8065533,2025-08-13,P103,DW,DW,817.37,1007.98,23.319916316967838
SO8029654,2025-08-13,P102,COOKING,OVEN,1323.85,1767.67,33.52494617970315
SO8032574,2025-08-13,P107,COOKING,RANGE/COOKER,1702.3,2146.77,26.109968865652355
SO8012436,2025-08-14,P103,COOKING,MWO,1225.16,1524.43,24.4270136145483
SO8038049,2025-08-14,P103,COOKING,OTHERS,1541.65,1995.38,29.431453313008788
SO8018304,2025-08-14,P101,REF,BMF,2087.47,2560.77,22.673379737193837
SO8059606,2025-08-14,P102,REF,WINE CELLAR,3006.75,3498.91,16.368504198885837
SO8055277,2025-08-14,P102,REF,FDR,2502.18,3173.42,26.82620754701901
SO8060006,2025-08-15,P106,COOKING,COOKTOP,1415.78,1853.18,30.89463052169123
SO8053664,2025-08-16,P103,LAUNDRY,DRYER,1225.91,1627.09,32.725077697383966
SO8055629,2025-08-16,P104,LAUNDRY,DRYER,1390.3,1581.17,13.728691649284336
SO8014098,2025-08-16,P105,LAUNDRY,DRYER,1314.81,1653.76,25.779390178048544
SO8002258,2025-08-17,P108,REF,FDR,1187.21,1600.74,34.83208530925447
SO8003671,2025-08-18,P107,COOKING,MWO,1104.64,1245.72,12.771581691772877
SO8043508,2025-08-18,P104,LAUNDRY,DRYER,743.98,944.23,26.91604613027232
SO8003994,2025-08-18,P104,COOKING,COOKTOP,503.34,576.7,14.574641395478222
SO8075411,2025-08-18,P104,COOKING,OVEN,1064.21,1250.13,17.470236137604424
SO8027011,2025-08-20,P107,REF,1DOOR,2356.59,2740.49,16.290487526468315
SO8009876,2025-08-20,P105,DW,DW,477.2,568.58,19.149203688181068
SO8001462,2025-08-20,P101,LAUNDRY,WASHER,1099.63,1443.9,31.30780353391595
SO8079314,2025-08-20,P106,LAUNDRY,DRYER,575.84,745.82,29.51861628230064
SO8073228,2025-08-20,P108,DW,DW,902.54,1117.53,23.82055088971126
SO8021740,2025-08-20,P102,REF,FDR,871.95,1141.47,30.910029244796146
SO8072553,2025-08-20,P103,COOKING,MWO,697.81,791.89,13.48217996302719
SO8018843,2025-08-21,P102,REF,SBS,2657.29,3457.48,30.113009870958763
SO8012161,2025-08-22,P102,REF,1DOOR,2932.6,3638.37,24.066357498465525
SO8022642,2025-08-22,P103,LAUNDRY,DRYER,1056.15,1395.06,32.08919187615394
SO8005785,2025-08-22,P102,REF,TMF,2771.71,3499.03,26.24084049197067
SO8046265,2025-08-22,P106,LAUNDRY,DRYER,1148.32,1477.08,28.62965027170127
SO8080933,2025-08-23,P101,COOKING,MWO,924.57,1219.74,31.925111132742785
SO8049508,2025-08-23,P103,COOKING,MWO,280.95,314.91,12.087560064068354
SO8085701,2025-08-24,P105,REF,SBS,2939.86,3357.41,14.203057288442297
SO8084722,2025-08-24,P106,REF,SBS,2432.49,2895.96,19.053315738194208
SO8068892,2025-08-24,P102,REF,TMF,1775.71,2246.41,26.50770677644434
SO8008442,2025-08-24,P107,COOKING,COOKTOP,1975.85,2439.69,23.475466255029488
SO8075501,2025-08-24,P106,LAUNDRY,DRYER,630.33,725.04,15.025462852791382
SO8076374,2025-08-26,P105,DW,DW,527.45,595.76,12.950990615224182
SO8046568,2025-08-26,P103,LAUNDRY,DRYER,539.47,691.5,28.181363189797388
SO8057502,2025-08-26,P108,REF,BMF,1634.33,1985.53,21.488928184638358
SO8029355,2025-08-27,P103,LAUNDRY,WASHER,1596.62,1887.49,18.217860229735326
SO8000735,2025-08-27,P101,LAUNDRY,DRYER,1565.99,2062.28,31.691773255257072
SO8061225,2025-08-27,P101,LAUNDRY,WASHER,813.43,926.85,13.943424756893657
SO8023210,2025-08-27,P101,REF,FDR,1470.28,1799.52,22.39301357564546
SO8051610,2025-08-28,P101,COOKING,OTHERS,747.75,840.93,12.461384152457365
SO8082274,2025-08-28,P107,REF,TMF,1270.33,1524.15,19.98063495312243
SO8006347,2025-08-29,P101,COOKING,COOKTOP,1341.81,1524.45,13.611465110559626
SO8084565,2025-08-29,P103,REF,BMF,2455.82,2984.87,21.54270264107303
SO8070645,2025-08-30,P108,LAUNDRY,WASHER,1140.83,1532.21,34.3066013341164
SO8012232,2025-08-31,P102,REF,FDR,932.92,1074.51,15.177078420443344
SO8081820,2025-08-31,P104,DW,DW,979.13,1210.35,23.614841747265423
SO8075558,2025-08-31,P108,LAUNDRY,DRYER,1239.62,1567.26,26.430680369790753
SO8027131,2025-09-01,P103,LAUNDRY,DRYER,1032.61,1197.92,16.008948199223347
SO8036621,2025-09-01,P108,LAUNDRY,DRYER,733.73,851.97,16.114919657094575
SO8073812,2025-09-02,P101,COOKING,OVEN,554.29,656.68,18.472279853506286
SO8070437,2025-09-02,P102,COOKING,RANGE/COOKER,904.15,1106.29,22.356909804789026
SO8049968,2025-09-02,P101,REF,FDR,2188.4,2506.39,14.530707366112217
SO8025786,2025-09-02,P104,REF,TMF,1746.41,2231.64,27.784426337457973
SO8000528,2025-09-03,P108,REF,FDR,1367.01,1647.66,20.530208264753007
SO8071086,2025-09-05,P103,COOKING,OTHERS,1605.09,1885.98,17.499953273648213
SO8033444,2025-09-06,P102,REF,WINE CELLAR,2474.66,3165.3,27.90848035689753
SO8026306,2025-09-06,P103,REF,SBS,2557.54,3043.93,19.01788437326493
SO8011379,2025-09-06,P106,DW,DW,676.53,816.82,20.73670051586775
SO8080851,2025-09-07,P106,DW,DW,1180.61,1592.69,34.90399031009395
SO8051268,2025-09-07,P103,REF,1DOOR,885.41,1104.29,24.720750838594547
SO8052897,2025-09-08,P103,COOKING,MWO,758.46,936.97,23.535848957097276
SO8035175,2025-09-09,P104,COOKING,RANGE/COOKER,501.24,603.43,20.38743915090574
SO8051817,2025-09-09,P102,DW,DW,885.56,1031.13,16.438186006594716
SO8087510,2025-09-09,P102,REF,1DOOR,1682.63,2234.65,32.806974795409566
SO8087664,2025-09-09,P105,REF,FDR,831.78,1078.85,29.70376782322248
SO8034843,2025-09-10,P104,REF,SBS,1173.83,1494.14,27.28759701149231
SO8005628,2025-09-10,P102,LAUNDRY,DRYER,1383.33,1690.85,22.230415013048223
SO8033835,2025-09-10,P103,LAUNDRY,DRYER,535.69,677.23,26.421997797233466
SO8037095,2025-09-11,P105,REF,WINE CELLAR,2496.28,2869.77,14.96186325251974
SO8046030,2025-09-11,P103,REF,SBS,1908.26,2138.27,12.053388951191137
SO8073452,2025-09-11,P103,LAUNDRY,DRYER,1412.81,1680.34,18.936021121028304
SO8024347,2025-09-12,P107,DW,DW,709.71,815.31,14.879316904087572
SO8035605,2025-09-12,P104,COOKING,COOKTOP,1432.95,1903.27,32.821801179385176
SO8020714,2025-09-13,P106,REF,BMF,1111.33,1281.53,15.31498294835918
SO8048847,2025-09-13,P104,LAUNDRY,DRYER,1580.51,1883.54,19.172925195031983
SO8083063,2025-09-13,P101,DW,DW,556.51,674.6,21.21974447898511
SO8007328,2025-09-13,P102,COOKING,RANGE/COOKER,1477.82,1947.5,31.781949087168943
SO8011022,2025-09-14,P108,COOKING,OVEN,1511.12,1874.86,24.070887818306954
SO8056501,2025-09-14,P104,LAUNDRY,WASHER,1326.63,1697.07,27.9233848171683
SO8076251,2025-09-15,P107,REF,TMF,2447.95,2894.02,18.22218591065995
SO8054877,2025-09-15,P103,LAUNDRY,WASHER,1425.45,1855.73,30.18555543863341
SO8039766,2025-09-15,P101,REF,BMF,2243.72,2705.23,20.568965824612707
SO8027212,2025-09-15,P106,REF,FDR,1422.33,1618.73,13.808328587599227
SO8005777,2025-09-18,P102,LAUNDRY,DRYER,1035.89,1163.36,12.305360607786522
SO8070202,2025-09-18,P106,DW,DW,661.96,813.79,22.936431204302362
SO8040071,2025-09-18,P103,REF,SBS,3175.77,3647.52,14.854665167817569
SO8062248,2025-09-19,P107,COOKING,OTHERS,1018.76,1201.62,17.949271663591023
SO8062087,2025-09-20,P106,LAUNDRY,DRYER,985.85,1175.3,19.21691940964649
SO8032663,2025-09-21,P103,REF,1DOOR,2255.66,2687.98,19.16600906164937
SO8042072,2025-09-22,P103,LAUNDRY,DRYER,910.91,1166.82,28.09388413784018
SO8066435,2025-09-22,P108,COOKING,RANGE/COOKER,1814.29,2171.34,19.67987477194937
SO8086469,2025-09-22,P103,COOKING,MWO,1941.78,2397.4,23.464038150562892
SO8068619,2025-09-23,P103,REF,SBS,2607.45,3227.02,23.761529463652234
SO8031918,2025-09-23,P102,DW,DW,988.06,1229.31,24.416533408902293
SO8048209,2025-09-23,P102,DW,DW,729.16,835.07,14.524932799385606
SO8045699,2025-09-23,P108,REF,WINE CELLAR,3071.13,4049.42,31.854398869471495
SO8041584,2025-09-24,P107,REF,WINE CELLAR,2774.01,3237.99,16.725967101776835
SO8048489,2025-09-25,P103,REF,TMF,2912.46,3306.39,13.525679322634469
SO8082779,2025-09-25,P108,COOKING,OTHERS,990.33,1132.28,14.333605969727255
SO8040151,2025-09-26,P101,REF,TMF,1935.26,2526.33,30.542149375277738
SO8060556,2025-09-26,P102,REF,1DOOR,2814.28,3328.44,18.269681765851296
SO8033711,2025-09-27,P104,REF,WINE CELLAR,2420.27,3085.96,27.504782524263828
SO8030922,2025-09-27,P102,DW,DW,646.89,836.95,29.3805747499575
SO8005013,2025-09-27,P102,DW,DW,867.28,1050.0,21.068167143252474
SO8047460,2025-09-28,P103,COOKING,RANGE/COOKER,1294.75,1493.28,15.333462058312413
SO8075459,2025-09-28,P103,REF,TMF,2451.47,2864.39,16.843771288247464
SO8059144,2025-09-28,P104,COOKING,OTHERS,1441.23,1893.51,31.381528277929267
SO8054164,2025-09-28,P103,REF,BMF,1554.64,1890.57,21.608217979725197
SO8016115,2025-09-28,P103,DW,DW,887.65,1090.09,22.806286261476927
SO8035517,2025-09-29,P107,REF,FDR,2428.64,2748.22,13.15880492786086
SO8015488,2025-09-29,P105,REF,1DOOR,920.26,1032.61,12.208506291700163
SO8086936,2025-09-30,P101,REF,FDR,975.44,1190.77,22.07516607889772
SO8046669,2025-10-01,P107,COOKING,OTHERS,1243.48,1406.81,13.13491169942419
SO8058636,2025-10-01,P108,DW,DW,526.42,699.85,32.945176854982726
SO8022521,2025-10-01,P108,DW,DW,622.08,819.68,31.764403292181054
SO8070984,2025-10-02,P103,COOKING,OTHERS,837.64,957.33,14.288954682202384
SO8051215,2025-10-03,P104,LAUNDRY,DRYER,1319.59,1501.92,13.817170484771799
SO8003493,2025-10-04,P106,COOKING,RANGE/COOKER,1892.63,2285.46,20.755773711713324
SO8041238,2025-10-07,P101,DW,DW,480.59,539.34,12.224557314967033
SO8020739,2025-10-07,P106,COOKING,OVEN,934.3,1059.64,13.415391201969404
SO8052174,2025-10-07,P104,COOKING,OTHERS,1268.95,1626.33,28.163442216005347
SO8054762,2025-10-08,P104,REF,TMF,2713.77,3312.16,22.05013689443099
SO8012305,2025-10-10,P103,REF,BMF,2103.09,2485.33,18.175161310262506
SO8051628,2025-10-11,P103,DW,DW,404.94,471.63,16.46910653430138
SO8047045,2025-10-12,P107,LAUNDRY,DRYER,1265.4,1619.43,27.97771455666192
SO8044527,2025-10-14,P108,COOKING,RANGE/COOKER,1432.64,1888.9,31.847498324771053
SO8069340,2025-10-15,P106,LAUNDRY,DRYER,521.71,664.17,27.306357938318204
SO8019116,2025-10-15,P102,REF,TMF,2672.02,3382.18,26.577645376905856
SO8065695,2025-10-16,P106,REF,FDR,1289.07,1705.74,32.32330284623799
SO8086328,2025-10-16,P108,REF,BMF,2333.35,3133.89,34.308612081342275
SO8050726,2025-10-17,P107,REF,BMF,2330.31,2998.28,28.66442662135082
SO8079813,2025-10-17,P102,REF,WINE CELLAR,2905.28,3482.72,19.87553695340895
SO8085468,2025-10-18,P107,REF,FDR,2028.22,2526.37,24.560945065130994
SO8074366,2025-10-18,P107,DW,DW,1030.41,1339.35,29.982240079191758
SO8056091,2025-10-18,P107,REF,WINE CELLAR,1914.68,2309.76,20.634257421605707
SO8073046,2025-10-18,P106,COOKING,OTHERS,1647.54,2093.07,27.042135547543623
SO8018969,2025-10-20,P102,REF,WINE CELLAR,1677.89,2186.87,30.334527293207525
SO8068030,2025-10-21,P108,LAUNDRY,DRYER,1556.78,1810.86,16.320867431493205
SO8055865,2025-10-21,P103,DW,DW,662.81,847.54,27.870732185694248
SO8062163,2025-10-22,P104,REF,BMF,1186.33,1524.53,28.508087968777662
SO8088648,2025-10-23,P102,COOKING,OTHERS,1801.4,2082.9,15.626734761851893
SO8023014,2025-10-24,P106,COOKING,MWO,738.13,968.48,31.207239917087783
SO8054159,2025-10-25,P103,COOKING,MWO,522.71,608.8,16.469935528304397
SO8032755,2025-10-25,P106,REF,BMF,1377.16,1611.44,17.011821429608755
SO8023894,2025-10-27,P106,REF,1DOOR,2220.06,2765.24,24.556993955118323
SO8054475,2025-10-30,P104,LAUNDRY,DRYER,1496.66,1803.1,20.47492416447288
SO8063701,2025-10-31,P102,LAUNDRY,WASHER,456.06,560.49,22.89830285488752
SO8039729,2025-10-31,P103,REF,SBS,1107.08,1306.91,18.050186075080408
SO8070227,2025-10-31,P105,REF,TMF,1609.79,1971.59,22.474981208729087
SO8054370,2025-11-01,P102,DW,DW,396.66,471.25,18.804517722986933
SO8058320,2025-11-01,P101,REF,FDR,1426.32,1915.74,34.31347804139324
SO8056495,2025-11-02,P108,REF,WINE CELLAR,1774.46,2259.16,27.315352276185422
SO8059741,2025-11-03,P103,DW,DW,1018.83,1369.75,34.443430209161484
SO8011984,2025-11-04,P106,DW,DW,1060.1,1339.26,26.333364776907846
SO8061152,2025-11-04,P106,REF,TMF,2743.79,3222.07,17.431363187415954
SO8045099,2025-11-06,P105,COOKING,RANGE/COOKER,538.59,658.73,22.306392617761187
SO8008835,2025-11-07,P103,COOKING,RANGE/COOKER,1317.93,1760.58,33.58676105711228
SO8068307,2025-11-09,P102,COOKING,OTHERS,1196.47,1457.28,21.798289969660747
SO8016265,2025-11-09,P102,DW,DW,564.85,753.08,33.32389129857484
SO8047126,2025-11-09,P104,COOKING,OVEN,386.35,462.06,19.596221043095632
SO8044599,2025-11-10,P103,DW,DW,380.24,511.24,34.45192509993688
SO8005064,2025-11-10,P108,COOKING,COOKTOP,1461.07,1649.89,12.923405449430907
SO8041415,2025-11-11,P103,REF,TMF,2554.97,2929.24,14.648704290069942
SO8025032,2025-11-11,P102,REF,WINE CELLAR,1269.17,1645.66,29.6642687740807
SO8076969,2025-11-12,P103,DW,DW,1177.72,1499.66,27.335869306796184
SO8025794,2025-11-12,P103,DW,DW,919.13,1220.49,32.78752733563261
SO8007088,2025-11-13,P104,LAUNDRY,WASHER,1001.81,1298.3,29.595432267595655
SO8078938,2025-11-14,P103,DW,DW,874.71,1176.68,34.52229881903717
SO8013852,2025-11-14,P101,DW,DW,1174.82,1552.55,32.15215947975009
SO8005467,2025-11-16,P101,REF,TMF,2323.96,3041.65,30.88220107058641
SO8037752,2025-11-17,P108,DW,DW,714.28,854.91,19.688357506860054
SO8088099,2025-11-17,P105,REF,SBS,1064.85,1194.13,12.140677090670067
SO8052717,2025-11-17,P103,REF,TMF,2830.19,3629.12,28.22884682653814
SO8026943,2025-11-17,P104,REF,FDR,2032.13,2314.01,13.871159817531364
SO8081832,2025-11-18,P103,REF,WINE CELLAR,1689.83,2015.43,19.268210411698227
SO8072052,2025-11-18,P102,COOKING,OTHERS,659.05,781.87,18.635915332675832
SO8011868,2025-11-19,P102,COOKING,MWO,1545.52,1853.9,19.953154925203176
SO8085137,2025-11-19,P102,LAUNDRY,WASHER,561.09,641.75,14.375590368746542
SO8035236,2025-11-19,P102,COOKING,OVEN,1643.73,2029.67,23.47952522616245
SO8013389,2025-11-19,P106,LAUNDRY,DRYER,1453.03,1950.25,34.219527470182996
SO8054039,2025-11-20,P102,LAUNDRY,WASHER,769.12,993.81,29.213906802579565
SO8028711,2025-11-20,P107,LAUNDRY,DRYER,642.36,784.45,22.119995018369764
SO8051289,2025-11-20,P106,REF,FDR,2815.2,3383.67,20.192881500426267
SO8019001,2025-11-20,P103,LAUNDRY,DRYER,481.22,589.91,22.586343044761218
SO8047423,2025-11-21,P102,COOKING,OTHERS,953.85,1216.42,27.527389002463703
SO8089927,2025-11-22,P103,REF,TMF,2834.09,3186.63,12.43926621949197
SO8081440,2025-11-23,P103,DW,DW,1117.64,1351.5,20.92444794388174
SO8014471,2025-11-23,P101,LAUNDRY,WASHER,651.89,837.27,28.43731304361165
SO8043484,2025-11-23,P106,LAUNDRY,WASHER,1038.08,1307.45,25.94886713933417
SO8084053,2025-11-23,P107,REF,WINE CELLAR,2364.47,2906.27,22.914226021053352
SO8006495,2025-11-23,P102,LAUNDRY,WASHER,545.23,673.21,23.472662912899146
SO8077748,2025-11-23,P102,DW,DW,604.77,800.13,32.30318964234337
SO8021805,2025-11-24,P105,DW,DW,638.53,730.75,14.442547726810021
SO8022970,2025-11-24,P104,COOKING,RANGE/COOKER,749.65,949.33,26.636430334155946
SO8022333,2025-11-25,P108,REF,SBS,2221.81,2780.43,25.142563945611908
SO8048092,2025-11-25,P104,REF,BMF,1716.97,2289.59,33.35061183363717
SO8014033,2025-11-25,P103,COOKING,OVEN,1655.88,2011.79,21.493707273473913
SO8036246,2025-11-25,P104,DW,DW,1167.25,1375.29,17.82308845577211
SO8065749,2025-11-25,P106,LAUNDRY,DRYER,1304.17,1671.16,28.13973638406036
SO8016795,2025-11-26,P102,COOKING,MWO,465.12,583.11,25.367647058823533
